body_site;Archaea;Bacteria;Eukaryota
nasalcavity;0.0;96.41091097826086;3.57297152173913
oralcavity;0.00014013661202185793;99.8516367486339;0.021455300546448088
skin;0.00015518518518518518;95.48352185185185;4.508525555555556
stool;0.04871780821917808;99.92527253424657;0.0012968493150684933
vagina;0.0;99.97415208955223;0.025838955223880595
